# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	18556
#@/user_id	e20759ef-d2df-41e6-b751-89c12cbdc2a3
a 	啊	c=105 d=0.0106531 t=18556
ming wei 	名爲	c=1 d=2.29683e-18 t=18556
ming wen 	明文	c=1 d=4.67905e-07 t=18556
ming xing 	明星	c=3 d=1.37582e-36 t=18556
ming yan 	名言	c=1 d=5.662e-15 t=18556
ming yue 	明月	c=1 d=0.980199 t=18556
mo hu 	模糊	c=4 d=6.6225e-18 t=18556
mo kuai 	模塊	c=2 d=0.00577048 t=18556
mo mo 	默默	c=0 d=2.27236e-40 t=18556
mo mo de 	默默地	c=1 d=2.28375e-39 t=18556
mo ni 	模擬	c=3 d=1.28089e-30 t=18556
mo qi 	末期	c=1 d=3.50534e-21 t=18556
mo ren 	默認	c=15 d=0.00132731 t=18556
mo ri 	末日	c=1 d=3.48003e-24 t=18556
mo shi 	模式	c=5 d=0.00159913 t=18556
mo si ke 	莫斯科	c=2 d=4.40678e-27 t=18556
mou ge 	某個	c=1 d=1.44346e-24 t=18556
mou ren 	某人	c=1 d=0.0112206 t=18556
mou xie 	某些	c=3 d=6.03917e-09 t=18556
mu ban 	模板	c=4 d=0.0704141 t=18556
mu biao 	目標	c=31 d=0.186981 t=18556
mu di 	目的	c=1 d=1.26901e-38 t=18556
mu hou 	幕後	c=1 d=3.12614e-27 t=18556
mu lu 	目錄	c=26 d=0.299593 t=18556
mu ma 	木馬	c=12 d=0.000159714 t=18556
mu qian 	目前	c=15 d=0.931647 t=18556
mu yu 	母語	c=3 d=4.32667e-27 t=18556
na 	哪	c=4 d=3.26669e-15 t=18556
na 	拿	c=4 d=6.65708e-08 t=18556
na 	那	c=8 d=0.00388263 t=18556
na bian 	那邊	c=1 d=6.27047e-10 t=18556
na chu lai 	拿出來	c=5 d=4.03155e-25 t=18556
na ge 	哪個	c=4 d=5.50121e-29 t=18556
na ge 	那個	c=7 d=0.726149 t=18556
na jiu 	那就	c=5 d=9.76237e-14 t=18556
na jiu qu 	那就去	c=1 d=6.62141e-33 t=18556
na jiu shi 	那就是	c=1 d=0.00246639 t=18556
na jiu wan quan 	那就完全	c=1 d=1.57451e-17 t=18556
na li 	哪裏	c=4 d=0.398519 t=18556
na me 	那麼	c=12 d=4.77947e-08 t=18556
na qu 	拿去	c=1 d=3.54177e-25 t=18556
na wei 	哪位	c=1 d=6.00272e-26 t=18556
na xie 	哪些	c=5 d=9.38053e-13 t=18556
na xie 	那些	c=1 d=1.01332e-38 t=18556
na yang zi 	那樣子	c=1 d=1.24003e-31 t=18556
nan 	男	c=2 d=8.39144e-26 t=18556
nan 	難	c=7 d=0.00704433 t=18556
nan dian 	難點	c=1 d=0.453845 t=18556
nan fang 	南方	c=2 d=1.26203e-32 t=18556
nan fei 	南非	c=1 d=3.48845e-23 t=18556
nan gao 	難搞	c=3 d=6.66782e-08 t=18556
nan mei 	南美	c=1 d=3.71438e-26 t=18556
nan nv 	男女	c=1 d=6.53526e-26 t=18556
nan ren 	男人	c=1 d=1.48434e-29 t=18556
nan sheng 	男生	c=2 d=1.68216e-29 t=18556
nan you 	男友	c=1 d=2.44726e-29 t=18556
nan zi 	男子	c=1 d=7.44254e-26 t=18556
nao dong 	腦洞	c=1 d=2.53047e-40 t=18556
ne 	呢	c=12 d=0.640831 t=18556
ne me 	呢麼	c=1 d=1.43031e-34 t=18556
nei 	內	c=2 d=2.19883e-05 t=18556
nei he 	內核	c=4 d=0.0889848 t=18556
nei rong 	內容	c=22 d=1.06896 t=18556
nei wang 	內網	c=8 d=0.000332051 t=18556
nei yi 	內衣	c=1 d=8.01102e-39 t=18556
nei yi ku 	內衣褲	c=1 d=8.94253e-39 t=18556
neng 	能	c=8 d=0.408608 t=18556
neng bu neng 	能不能	c=1 d=2.59055e-22 t=18556
neng da kai 	能打開	c=1 d=7.06753e-06 t=18556
neng gou 	能夠	c=1 d=1.68461e-18 t=18556
neng li 	能力	c=2 d=1.63371e-10 t=18556
neng liang 	能量	c=3 d=6.88958e-10 t=18556
neng yong 	能用	c=2 d=7.39226e-08 t=18556
neng yuan 	能源	c=1 d=3.19265e-10 t=18556
ni 	你	c=93 d=0.726035 t=18556
ni bei 	你被	c=1 d=4.44087e-10 t=18556
ni bu shi 	你不是	c=3 d=4.3858e-26 t=18556
ni cai 	你才	c=0 d=1.99365e-30 t=18556
ni cai 	你猜	c=0 d=2.29879e-29 t=18556
ni cai cai 	你猜猜	c=1 d=2.31031e-28 t=18556
ni cai shi 	你才是	c=1 d=2.00364e-29 t=18556
ni cha 	逆差	c=1 d=3.64269e-32 t=18556
ni cha cha 	你查查	c=1 d=8.70395e-15 t=18556
ni cheng 	暱稱	c=4 d=7.41154e-17 t=18556
ni da suan 	你打算	c=1 d=7.93562e-16 t=18556
ni de 	你的	c=8 d=0.71177 t=18556
ni gei ge 	你給個	c=1 d=7.14099e-10 t=18556
ni gu la 	尼古拉	c=1 d=7.39385e-37 t=18556
ni hao 	你好	c=9 d=1.07843e-06 t=18556
ni he 	你和	c=1 d=1.18939e-13 t=18556
ni he ta 	你和她	c=1 d=9.17233e-14 t=18556
ni hui 	你會	c=2 d=3.58063e-29 t=18556
ni huo xu 	你或許	c=2 d=1.85887e-29 t=18556
ni jiang 	你將	c=1 d=8.46541e-41 t=18556
ni jin tian 	你今天	c=1 d=6.80429e-30 t=18556
ni jiu 	你就	c=1 d=3.23859e-31 t=18556
ni jue de 	你覺得	c=2 d=6.48363e-05 t=18556
ni kan 	你看	c=2 d=9.00784e-07 t=18556
ni kan dao 	你看到	c=1 d=3.42531e-14 t=18556
ni ke yi 	你可以	c=17 d=0.0181404 t=18556
ni ken ding 	你肯定	c=1 d=0.00373503 t=18556
ni lai 	你來	c=1 d=7.10151e-33 t=18556
ni mai 	你買	c=1 d=2.3651e-39 t=18556
ni men 	你們	c=13 d=0.00995182 t=18556
ni ming 	匿名	c=2 d=2.64657e-09 t=18556
ni ne 	你呢	c=11 d=0.683902 t=18556
ni qu 	你去	c=4 d=9.34141e-23 t=18556
ni que ding 	你確定	c=1 d=1.1308e-05 t=18556
ni shi 	你是	c=5 d=2.05257e-13 t=18556
ni shou ji 	你手機	c=1 d=3.58541e-22 t=18556
ni shuo de 	你說的	c=1 d=5.44647e-29 t=18556
ni shuo ne 	你說呢	c=1 d=6.43249e-16 t=18556
ni si hu 	你似乎	c=1 d=3.33665e-29 t=18556
ni wan quan 	你完全	c=1 d=2.95934e-29 t=18556
ni xi huan 	你喜歡	c=3 d=6.12123e-13 t=18556
ni xian 	你先	c=1 d=0.00358858 t=18556
ni xian zai 	你現在	c=3 d=9.28217e-07 t=18556
ni xiang 	你想	c=1 d=1.86787e-27 t=18556
ni xiang 	逆向	c=5 d=3.27236e-06 t=18556
ni xu yao 	你需要	c=5 d=3.75679e-11 t=18556
ni yao 	你要	c=1 d=8.88129e-17 t=18556
ni ye 	你也	c=3 d=6.30083e-08 t=18556
ni ye ke yi 	你也可以	c=1 d=5.95432e-19 t=18556
ni yi ge 	你一個	c=1 d=2.81846e-14 t=18556
ni ying gai 	你應該	c=1 d=1.30383e-33 t=18556
ni yong 	你用	c=2 d=9.90893e-11 t=18556
ni you 	你有	c=1 d=7.40038e-18 t=18556
ni za 	你咋	c=4 d=1.03977e-14 t=18556
ni zai 	你在	c=11 d=0.729789 t=18556
ni zai gan ma 	你在幹嘛	c=1 d=8.97971e-29 t=18556
ni zai jia li 	你在家裏	c=1 d=8.58458e-29 t=18556
ni zai zuo shen me 	你在做什麼	c=2 d=1.48717e-22 t=18556
ni zen me 	你怎麼	c=1 d=0.687289 t=18556
ni zhao 	你找	c=1 d=2.87139e-27 t=18556
ni zhi dao 	你知道	c=1 d=6.17586e-37 t=18556
nian 	年	c=11 d=1.48899e-07 t=18556
nian dai 	年代	c=1 d=1.45896e-32 t=18556
nian ling 	年齡	c=1 d=2.04482e-33 t=18556
nian shao 	年少	c=1 d=3.38017e-05 t=18556
niao 	鳥	c=1 d=1.20798e-17 t=18556
nin 	您	c=40 d=1.72177 t=18556
nin de 	您的	c=1 d=0.255381 t=18556
nin ke yi 	您可以	c=7 d=0.208886 t=18556
nin shi 	您是	c=1 d=0.19593 t=18556
nin ye 	您也	c=1 d=8.40029e-09 t=18556
nin zai 	您在	c=1 d=0.235746 t=18556
ning 	寧	c=3 d=0.331211 t=18556
niu 	牛	c=1 d=1.5994e-25 t=18556
niu bi 	牛逼	c=6 d=2.6184e-15 t=18556
niu nai 	牛奶	c=1 d=6.71005e-13 t=18556
niu niu 	牛牛	c=0 d=1.15086e-07 t=18556
niu rou 	牛肉	c=1 d=3.57299e-40 t=18556
niu shi 	牛市	c=1 d=3.48786e-21 t=18556
nong 	弄	c=3 d=1.24413e-11 t=18556
nong guo 	弄過	c=1 d=2.04058e-38 t=18556
nong huai 	弄壞	c=1 d=2.29996e-34 t=18556
nong li 	農曆	c=1 d=6.88109e-15 t=18556
nong ye 	農業	c=1 d=4.12771e-32 t=18556
nong zuo wu 	農作物	c=8 d=5.77357e-34 t=18556
nu li 	努力	c=2 d=0.0235177 t=18556
nv 	女	c=3 d=7.93157e-10 t=18556
nv peng you 	女朋友	c=5 d=2.01173e-13 t=18556
nv ren 	女人	c=1 d=1.49925e-29 t=18556
nv shen 	女神	c=2 d=1.47451e-36 t=18556
nv sheng 	女生	c=8 d=5.45779e-07 t=18556
nv shi 	女士	c=1 d=1.59777e-13 t=18556
nv you 	女友	c=3 d=5.31109e-27 t=18556
o 	哦	c=9 d=0.701173 t=18556
o 	喔	c=6 d=0.00280374 t=18556
o huo 	喔嚄	c=1 d=1.83531e-26 t=18556
ou meng 	歐盟	c=1 d=4.31403e-22 t=18556
ou shu 	偶數	c=2 d=1.27692e-14 t=18556
ou yuan 	歐元	c=2 d=1.33277e-26 t=18556
ou zhou 	歐洲	c=2 d=0.00152616 t=18556
pa 	怕	c=3 d=2.82864e-27 t=18556
pa sha 	怕啥	c=1 d=1.70919e-12 t=18556
pa shen me 	怕什麼	c=1 d=1.64184e-39 t=18556
pa shi 	怕是	c=1 d=5.96465e-10 t=18556
pai 	派	c=1 d=1.13999e-12 t=18556
pai chi 	排斥	c=1 d=3.52842e-10 t=18556
pai hang bang 	排行榜	c=1 d=0.329559 t=18556
pan 	盤	c=4 d=1.85539e-08 t=18556
pan ding 	判定	c=0 d=4.64765e-17 t=18556
pan ding wei 	判定爲	c=1 d=4.67095e-16 t=18556
pan duan 	判斷	c=9 d=1.20562e-07 t=18556
pang 	胖	c=0 d=3.09556e-30 t=18556
pang bian 	旁邊	c=1 d=1.51747e-24 t=18556
pang zhan 	旁站	c=3 d=6.80191e-08 t=18556
pao 	跑	c=3 d=1.37147e-06 t=18556
pei ben 	賠本	c=3 d=2.3505e-25 t=18556
pei diao 	賠掉	c=1 d=3.56256e-35 t=18556
pei dui 	配對	c=3 d=1.28308e-05 t=18556
pei guang 	賠光	c=1 d=3.30514e-35 t=18556
pei he 	配合	c=1 d=4.70651e-17 t=18556
pei ping 	配平	c=1 d=1.00378e-15 t=18556
pei xun 	培訓	c=6 d=4.97227e-26 t=18556
pei yang 	培養	c=3 d=0.0374649 t=18556
pei zhi 	配置	c=15 d=1.07979 t=18556
peng you 	朋友	c=12 d=4.98125e-08 t=18556
pi 	屁	c=1 d=1.14469e-31 t=18556
pi 	批	c=2 d=1.82398e-12 t=18556
pi dai 	皮帶	c=1 d=1.30113e-38 t=18556
pi liang 	批量	c=1 d=2.78274e-11 t=18556
pi lu 	披露	c=1 d=2.76886e-11 t=18556
pi pei 	匹配	c=1 d=2.20715e-20 t=18556
pian 	篇	c=1 d=2.67681e-25 t=18556
pian hao 	偏好	c=1 d=4.07124e-17 t=18556
pian yi 	便宜	c=1 d=9.28503e-40 t=18556
pian zhi 	偏執	c=1 d=1.15361e-34 t=18556
piao 	嫖	c=4 d=3.30159e-05 t=18556
piao liang 	漂亮	c=3 d=1.46502e-22 t=18556
pin dao 	頻道	c=8 d=5.68844e-11 t=18556
pin jie 	拼接	c=4 d=4.30107e-11 t=18556
ping 	平	c=1 d=2.84921e-24 t=18556
ping an 	平安	c=3 d=7.48646e-07 t=18556
ping cang 	平倉	c=7 d=1.18863e-34 t=18556
ping fang gen 	平方根	c=1 d=4.021e-18 t=18556
ping gu 	評估	c=2 d=1.32828e-09 t=18556
ping guo 	蘋果	c=1 d=8.31953e-13 t=18556
ping mu 	屏幕	c=1 d=9.71933e-19 t=18556
ping tai 	平臺	c=13 d=1.7043e-05 t=18556
po hai 	迫害	c=2 d=5.38586e-15 t=18556
po jie 	破解	c=60 d=0.323389 t=18556
po jie ban 	破解版	c=5 d=2.58131e-16 t=18556
pu jing 	普京	c=3 d=0.0209283 t=18556
pu tong 	普通	c=7 d=0.144424 t=18556
pu xi jin 	普希金	c=1 d=1.03844e-32 t=18556
qi 	其	c=2 d=1.65411e-09 t=18556
qi 	器	c=5 d=0.0393602 t=18556
qi 	起	c=3 d=4.09874e-08 t=18556
qi che 	汽車	c=1 d=1.04906e-34 t=18556
qi dai 	期待	c=3 d=1.08083e-20 t=18556
qi dian 	七點	c=1 d=3.15702e-25 t=18556
qi dong 	啓動	c=9 d=4.27674e-05 t=18556
qi guai 	奇怪	c=4 d=4.82401e-13 t=18556
qi huo 	期貨	c=19 d=3.55031e-32 t=18556
qi men dun jia 	奇門遁甲	c=1 d=9.01062e-40 t=18556
qi ming 	起名	c=1 d=1.23919e-23 t=18556
qi pian 	欺騙	c=4 d=3.25103e-06 t=18556
qi qi 	七七	c=4 d=1.34706e-05 t=18556
qi shi 	其實	c=1 d=5.91637e-32 t=18556
qi ta 	其他	c=26 d=0.51683 t=18556
qi ta ren 	其他人	c=3 d=3.38708e-29 t=18556
qi wei 	氣味	c=2 d=1.1277e-12 t=18556
qi wen 	氣溫	c=1 d=1.72069e-32 t=18556
qi ye 	企業	c=3 d=3.58756e-08 t=18556
qi yuan 	起源	c=2 d=1.96036e-29 t=18556
qi zha 	欺詐	c=1 d=2.96963e-11 t=18556
qi zhong 	其中	c=5 d=0.000754112 t=18556
qian 	前	c=4 d=0.0208725 t=18556
qian 	欠	c=2 d=6.71026e-35 t=18556
qian 	錢	c=12 d=1.83281e-11 t=18556
qian bao 	錢包	c=1 d=1.09224e-38 t=18556
qian bei 	前輩	c=1 d=1.54202e-07 t=18556
qian duan 	前端	c=4 d=9.4161e-07 t=18556
qian duo 	錢多	c=1 d=1.7658e-13 t=18556
qian kun 	乾坤	c=2 d=0.737621 t=18556
qian mian 	前面	c=5 d=4.13923e-06 t=18556
qian ming 	簽名	c=1 d=2.49372e-15 t=18556
qian qi 	前期	c=1 d=6.74713e-19 t=18556
qian ti 	前提	c=2 d=4.0787e-30 t=18556
qian tian 	前天	c=1 d=2.73703e-22 t=18556
qian wang 	前往	c=1 d=1.0885e-27 t=18556
qian xie tian 	前些天	c=1 d=0.00178203 t=18556
qian yan 	前言	c=1 d=0.0497871 t=18556
qian zheng 	簽證	c=3 d=2.76269e-21 t=18556
qiang 	槍	c=1 d=1.30587e-22 t=18556
qiang du 	強度	c=1 d=0.000448321 t=18556
qiang xing 	強行	c=3 d=9.67744e-27 t=18556
qiang zhi 	強制	c=5 d=0.00053828 t=18556
qiao 	喬	c=1 d=2.17052e-29 t=18556
qiao 	敲	c=2 d=7.52253e-34 t=18556
qiao ke li 	巧克力	c=1 d=6.81146e-13 t=18556
qie 	且	c=2 d=2.65681e-16 t=18556
qie duan 	切斷	c=1 d=4.19081e-34 t=18556
qie huan 	切換	c=3 d=9.12393e-06 t=18556
qie qu 	竊取	c=2 d=0.0922363 t=18556
qie ting 	竊聽	c=1 d=1.41242e-33 t=18556
qie zi 	茄子	c=1 d=4.70491e-13 t=18556
qin ai de 	親愛的	c=1 d=2.51528e-28 t=18556
qin quan 	侵權	c=3 d=0.0548596 t=18556
qing 	請	c=35 d=1.26663 t=18556
qing 	輕	c=2 d=8.42316e-32 t=18556
qing bao 	情報	c=18 d=0.214455 t=18556
qing chu 	清楚	c=3 d=0.511709 t=18556
qing chu 	清除	c=2 d=9.16117e-20 t=18556
qing da jia 	請大家	c=1 d=6.74024e-07 t=18556
qing dan 	清單	c=1 d=1.04418e-38 t=18556
qing dao 	請到	c=1 d=1.44297e-20 t=18556
qing hua 	清華	c=1 d=1.13957e-37 t=18556
qing hua da xue 	清華大學	c=2 d=1.23131e-31 t=18556
qing jie 	情節	c=1 d=6.28456e-07 t=18556
qing kong 	清空	c=3 d=1.42305e-19 t=18556
qing kuang 	情況	c=9 d=0.00625265 t=18556
qing qing 	青青	c=1 d=2.60753e-40 t=18556
qing qiu 	請求	c=14 d=3.20727e-08 t=18556
qing shi yong 	請使用	c=1 d=3.14779e-20 t=18556
qing shu ru 	請輸入	c=3 d=1.1233e-11 t=18556
qing wen 	請問	c=12 d=4.30285e-06 t=18556
qing wen xia 	請問下	c=1 d=7.03205e-35 t=18556
qing wu 	請勿	c=2 d=2.3465e-05 t=18556
qing zhu 	慶祝	c=1 d=1.45772e-22 t=18556
qing zhu yi 	請注意	c=3 d=6.11357e-06 t=18556
qiong 	窮	c=3 d=0.537944 t=18556
qiong ju 	窮舉	c=1 d=1.21908e-07 t=18556
qiu 	丘	c=1 d=3.06694e-08 t=18556
qiu 	求	c=1 d=3.07321e-32 t=18556
qiu 	球	c=2 d=3.16088e-10 t=18556
qiu 	秋	c=1 d=2.2984e-26 t=18556
qu 	去	c=45 d=0.00993451 t=18556
qu 	取	c=6 d=3.59102e-11 t=18556
qu bie 	區別	c=1 d=7.94914e-36 t=18556
qu dao 	渠道	c=1 d=1.59717e-38 t=18556
qu de 	取得	c=1 d=2.20108e-17 t=18556
qu diao 	去掉	c=3 d=1.24124e-05 t=18556
qu dong 	驅動	c=5 d=0.00367942 t=18556
qu hao 	區號	c=1 d=6.53637e-28 t=18556
qu jue yu 	取決於	c=1 d=1.3461e-26 t=18556
qu nian 	去年	c=2 d=5.40564e-34 t=18556
qu shi 	去世	c=1 d=9.00838e-08 t=18556
qu wan 	去玩	c=1 d=8.14925e-05 t=18556
qu xiao 	取消	c=1 d=2.71496e-15 t=18556
qu yu 	區域	c=1 d=1.82113e-23 t=18556
qu zi 	曲子	c=4 d=7.82722e-26 t=18556
quan 	全	c=14 d=3.31827e-05 t=18556
quan 	權	c=19 d=0.963537 t=18556
quan ban ben 	全版本	c=1 d=8.56242e-28 t=18556
quan bu 	全部	c=6 d=0.0101022 t=18556
quan bu yong 	全部用	c=1 d=4.09443e-25 t=18556
quan cheng 	全稱	c=1 d=4.63802e-21 t=18556
quan li 	權利	c=2 d=1.46857e-21 t=18556
quan mian 	全面	c=1 d=1.02798e-08 t=18556
quan mou 	權謀	c=1 d=1.02546e-31 t=18556
quan qiu 	全球	c=4 d=2.96095e-06 t=18556
quan shen 	全身	c=1 d=6.31499e-05 t=18556
quan shu 	全書	c=1 d=0.0146986 t=18556
quan tao 	全套	c=1 d=6.44365e-07 t=18556
quan wang 	全網	c=1 d=9.17545e-18 t=18556
quan wen 	全文	c=1 d=4.78512e-06 t=18556
quan xian 	權限	c=21 d=0.309971 t=18556
quan yi 	權益	c=1 d=0.0314298 t=18556
quan zi 	圈子	c=1 d=2.85561e-21 t=18556
que 	卻	c=2 d=1.82489e-10 t=18556
que bao 	確保	c=2 d=0.0231676 t=18556
que ding 	確定	c=4 d=1.12516e-06 t=18556
que fa 	缺乏	c=2 d=2.31952e-16 t=18556
que qian 	缺錢	c=1 d=2.9958e-26 t=18556
que ren 	確認	c=4 d=1.58814e-13 t=18556
que shao 	缺少	c=4 d=0.602729 t=18556
que shi 	確實	c=2 d=9.84075e-18 t=18556
qun 	羣	c=1 d=5.05723e-39 t=18556
qun 	群	c=16 d=6.0767e-05 t=18556
qun hui 	群暉	c=1 d=1.01965e-23 t=18556
qun li 	群里	c=5 d=2.38196e-05 t=18556
qun zhu 	群主	c=6 d=2.13384e-05 t=18556
ran er 	然而	c=2 d=1.26229e-05 t=18556
ran hou 	然後	c=24 d=0.000642945 t=18556
rang 	讓	c=10 d=0.0110298 t=18556
rang ren 	讓人	c=1 d=1.87921e-10 t=18556
rang ta 	讓他	c=2 d=4.26777e-34 t=18556
rang wo 	讓我	c=1 d=1.25967e-10 t=18556
rang wo zhe ge 	讓我這個	c=1 d=1.44047e-29 t=18556
rao guo 	繞過	c=15 d=0.419687 t=18556
re 	熱	c=2 d=9.12814e-16 t=18556
re men 	熱門	c=1 d=7.03946e-18 t=18556
re nao 	熱鬧	c=0 d=6.11233e-34 t=18556
re nao xian 	熱鬧閒	c=1 d=6.14297e-33 t=18556
ren 	人	c=30 d=2.24327e-05 t=18556
ren cheng 	人稱	c=1 d=1.13744e-15 t=18556
ren gong 	人工	c=5 d=5.9053e-10 t=18556
ren gong zhi neng 	人工智能	c=1 d=7.36974e-28 t=18556
ren he 	任何	c=20 d=0.105708 t=18556
ren he ren 	任何人	c=1 d=1.00532e-33 t=18556
ren jia 	人家	c=1 d=2.28693e-26 t=18556
ren lei 	人類	c=1 d=9.80167e-30 t=18556
ren lian 	人臉	c=2 d=5.18319e-20 t=18556
ren lian shi bai 	人臉失敗	c=1 d=2.33194e-20 t=18556
ren men 	人們	c=1 d=1.25599e-05 t=18556
ren min bi 	人民幣	c=2 d=5.98764e-23 t=18556
ren ming 	人名	c=1 d=4.61489e-21 t=18556
ren quan 	人權	c=1 d=0.00192083 t=18556
ren sheng 	人生	c=0 d=7.20761e-32 t=18556
ren sheng lu 	人生路	c=2 d=3.55892e-23 t=18556
ren shi 	認識	c=3 d=3.20974e-14 t=18556
ren suan 	人算	c=1 d=1.66926e-28 t=18556
ren wei 	認爲	c=1 d=1.21275e-34 t=18556
ren wu 	人無	c=1 d=4.63328e-09 t=18556
ren wu 	人物	c=2 d=2.85464e-17 t=18556
ren wu 	任務	c=4 d=0.0974524 t=18556
ren xing hua 	人性化	c=1 d=3.59959e-39 t=18556
ren yi 	任意	c=15 d=0.89985 t=18556
ren zhen 	認真	c=1 d=1.20691e-36 t=18556
ren zheng 	認證	c=7 d=0.141495 t=18556
reng 	仍	c=1 d=5.43796e-40 t=18556
ri 	日	c=2 d=4.03004e-15 t=18556
ri bao 	日報	c=1 d=8.36124e-13 t=18556
ri ben 	日本	c=4 d=0.00295547 t=18556
ri chang 	日常	c=2 d=3.00305e-25 t=18556
ri li 	日曆	c=1 d=7.02009e-15 t=18556
ri qi 	日期	c=1 d=4.00027e-16 t=18556
ri yu 	日語	c=3 d=9.25161e-27 t=18556
ri zhi 	日誌	c=4 d=4.51758e-05 t=18556
rong 	榮	c=2 d=5.92242e-07 t=18556
rong rong 	蓉蓉	c=1 d=0.332871 t=18556
rong yao 	榮耀	c=1 d=6.69614e-18 t=18556
rong yi 	容易	c=3 d=2.30317e-21 t=18556
rong yi chang 	榮異常	c=1 d=2.29168e-21 t=18556
rou lei 	肉類	c=2 d=1.10427e-12 t=18556
ru 	入	c=6 d=1.64684e-06 t=18556
ru ci 	如此	c=3 d=1.80552e-10 t=18556
ru fu 	入伏	c=0 d=1.57886e-21 t=18556
ru fu o 	入伏哦	c=2 d=3.18149e-20 t=18556
ru guo 	如果	c=44 d=0.667086 t=18556
ru guo mei you 	如果沒有	c=1 d=5.18349e-35 t=18556
ru guo shi 	如果是	c=1 d=0.00296761 t=18556
ru guo you 	如果有	c=1 d=0.810584 t=18556
ru guo zai 	如果在	c=1 d=2.94158e-17 t=18556
ru he 	如何	c=25 d=8.98486e-06 t=18556
ru jin 	如今	c=1 d=8.02929e-07 t=18556
ru jing 	入境	c=1 d=1.13976e-39 t=18556
ru men 	入門	c=4 d=0.00293808 t=18556
ru qin 	入侵	c=11 d=0.0103586 t=18556
ru qin zhe 	入侵者	c=2 d=3.29643e-34 t=18556
ru shui 	入睡	c=2 d=4.72988e-32 t=18556
ru tu 	如圖	c=2 d=6.2169e-16 t=18556
ru xia 	如下	c=5 d=5.5461e-19 t=18556
ru xue 	入學	c=4 d=0.50409 t=18556
ruan 	軟	c=2 d=3.50963e-06 t=18556
ruan bian hua 	軟變化	c=2 d=8.66341e-37 t=18556
ruan jian 	軟件	c=24 d=0.715338 t=18556
ruan jian bao 	軟件包	c=2 d=0.843665 t=18556
rui dian ren 	瑞典人	c=1 d=2.39961e-33 t=18556
ruo 	弱	c=1 d=2.35939e-40 t=18556
ruo 	若	c=0 d=2.32426e-41 t=18556
ruo mi ma 	若密碼	c=1 d=2.33592e-40 t=18556
san 	傘	c=2 d=6.82306e-33 t=18556
san bu 	散步	c=2 d=1.20674e-05 t=18556
san ci 	三次	c=5 d=1.32932e-13 t=18556
san fen 	三份	c=1 d=3.91906e-10 t=18556
san ge 	三個	c=2 d=3.37259e-08 t=18556
san ge ren 	三個人	c=1 d=2.12682e-25 t=18556
san kuai 	三塊	c=1 d=8.56388e-30 t=18556
san si 	三思	c=1 d=3.78285e-35 t=18556
san zhong 	三種	c=1 d=1.31331e-30 t=18556
sao 	騷	c=1 d=6.73658e-30 t=18556
sao lian 	掃臉	c=1 d=1.06271e-39 t=18556
sao miao 	掃描	c=51 d=0.177157 t=18556
sao miao qi 	掃描器	c=1 d=9.785e-10 t=18556
se 	色	c=1 d=1.81488e-12 t=18556
sen 	森	c=1 d=3.14512e-10 t=18556
sha 	傻	c=2 d=5.99455e-10 t=18556
sha 	啥	c=13 d=0.00384878 t=18556
sha 	殺	c=3 d=3.20602e-21 t=18556
sha de 	啥的	c=1 d=2.77556e-10 t=18556
sha si 	殺死	c=1 d=1.38927e-15 t=18556
shan 	刪	c=4 d=0.00398587 t=18556
shan bian 	山邊	c=2 d=2.50218e-40 t=18556
shan chang 	擅長	c=0 d=6.20702e-09 t=18556
shan chu 	刪除	c=19 d=0.0168231 t=18556
shan dian 	閃電	c=1 d=3.22474e-10 t=18556
shan diao 	刪掉	c=1 d=2.17806e-11 t=18556
shang 	上	c=28 d=0.0313867 t=18556
shang bei zi 	上輩子	c=1 d=7.02966e-31 t=18556
shang ceng 	上層	c=1 d=5.45314e-14 t=18556
shang chang 	商場	c=1 d=2.74505e-27 t=18556
shang cheng 	商城	c=2 d=0.28201 t=18556
shang chuan 	上傳	c=15 d=0.0107057 t=18556
shang chuan dian 	上傳點	c=1 d=0.105928 t=18556
shang ci 	上次	c=1 d=0.011109 t=18556
shang di 	上帝	c=1 d=1.29689e-29 t=18556
shang dian 	商店	c=2 d=7.59289e-26 t=18556
shang ge 	上個	c=1 d=2.68977e-23 t=18556
shang ge shi ji 	上個世紀	c=1 d=7.24744e-37 t=18556
shang ke 	上課	c=1 d=1.39766e-27 t=18556
shang lai 	上來	c=3 d=1.60938e-10 t=18556
shang mian 	上面	c=18 d=0.00089815 t=18556
shang pin 	商品	c=2 d=1.88072e-35 t=18556
shang qu 	上去	c=4 d=2.28155e-11 t=18556
shang sheng 	上升	c=1 d=1.57312e-36 t=18556
shang shu 	上述	c=1 d=5.48141e-16 t=18556
shang wang 	上網	c=1 d=5.77128e-34 t=18556
shang wu 	上午	c=0 d=5.13279e-38 t=18556
shang wu hao 	上午好	c=1 d=5.15851e-37 t=18556
shang xian 	上線	c=2 d=9.73239e-05 t=18556
shang xue 	上學	c=1 d=5.63759e-23 t=18556
shang ye 	商業	c=3 d=0.0389686 t=18556
shang yi ge 	上一個	c=1 d=5.37195e-14 t=18556
shang zhang 	上漲	c=1 d=1.3304e-35 t=18556
shang zhou 	上週	c=1 d=1.84194e-39 t=18556
shao 	少	c=3 d=5.86168e-11 t=18556
shao kao 	燒烤	c=1 d=4.75219e-13 t=18556
she 	社	c=1 d=1.10097e-14 t=18556
she bei 	設備	c=27 d=0.00154766 t=18556
she gong 	社工	c=4 d=1.86632e-13 t=18556
